title,release_date,budget,revenue,vote_count,vote_average,runtime,id,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western
Glow,2000-01-01,0,0,0,0.0,13,728059,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faded Glory: The Von Erich Story,2000-03-26,0,0,0,0.0,53,727166,,,,,,,,,,,,,,,,,,,
The Unforgettable Leonard Rossiter,2000-09-25,0,0,0,0.0,25,726957,,,,,,,,,,,,,,,,,,,
Exposure,2000-11-14,0,0,0,0.0,12,726262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Nothing Deal,2000-01-26,0,0,0,0.0,15,726040,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antha Mana Manchike,2000-01-30,0,0,0,0.0,0,725645,,,,,,,,,,,,,,,,,,,
Muse: Live at Glastonbury 2000,2000-06-24,0,0,0,0.0,55,725599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dave Courtney's Underworld,2000-12-19,0,0,0,0.0,70,725341,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.E.M.: A Stirling Performance,2000-10-17,0,0,0,0.0,45,725327,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waikiki: in the Wake of Dreams,2000-11-14,0,0,0,0.0,70,725302,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Je Changerais d'Avis,2000-01-01,0,0,0,0.0,4,725235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Audra McDonald at the Donmar, London",2000-03-02,0,0,0,0.0,68,724385,,,,,,,,,,,,,,,,,,,
Florencia of the Deep Rivers and Big Sharks,2000-03-04,45000,0,0,0.0,15,723992,,,,,,,,,,,,,,,,,,,
Sir Alfred of Charles de Gaulle Airport,2000-01-01,0,0,0,0.0,30,723578,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waiting for Godot at De Gaulle,2000-10-04,0,0,0,0.0,52,723573,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Adams: A Portrait and A Concert of Modern American Music,2000-12-31,0,0,0,0.0,133,723260,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Breakfast Monkey,2000-06-20,0,0,0,0.0,4,721457,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keep Breathing,2000-01-01,0,0,0,0.0,95,720878,,,,,,,,,,,,,,,,,,,
KPFA On the Air,2000-09-19,0,0,0,0.0,56,720473,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Stop It, You're Killing Me",2000-12-12,0,0,0,0.0,90,719950,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pixie and Dixie and Mr. Jinks in: Harasscat,2000-06-12,0,0,0,0.0,3,719467,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Limp Bizkit: Rollin',2000-01-01,0,0,0,0.0,8,719451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41 Shots,2000-05-06,0,0,0,0.0,15,719406,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sirocco,2000-01-17,0,0,0,0.0,56,719178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
John Brown's Holy War,2000-02-28,0,0,0,0.0,79,717204,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Subramania Bharati,2000-01-01,0,0,0,0.0,45,716451,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taht El Raba' Begneih we Roba',2000-03-15,0,0,0,0.0,0,715906,,,,,,,,,,,,,,,,,,,
Still Revolutionaries,2000-01-01,0,0,0,0.0,16,715798,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
War Stories,2000-09-12,0,0,0,0.0,0,715754,,,,,,,,,,,,,,,,,,,
The Boys Behind the Desk,2000-01-01,0,0,0,0.0,0,715198,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What We Talk About When We Talk About Love,2000-06-07,0,0,0,0.0,0,715077,,,,,,,,,,,,,,,,,,,
Girls Who Say Yes,2000-09-27,0,0,0,0.0,23,714811,,,,,,,,,,,,,,,,,,,
Christopher Changes His Name,2000-01-01,0,0,0,0.0,6,714773,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portia White: Think On Me,2000-01-01,0,0,0,0.0,50,714768,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Journey to Justice,2000-01-01,0,0,0,0.0,47,714760,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maurice Bejart's Nutcracker,2000-01-01,0,0,0,0.0,103,714365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000 World Series Film,2000-11-21,0,0,0,0.0,71,712809,,,,,,,,,,,,,,,,,,,
"Dark and Lovely, Soft and Free",2000-01-02,0,0,0,0.0,51,712513,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hell Frozen Over,2000-02-12,0,0,0,0.0,19,712469,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hollow Water,2000-01-01,0,0,0,8.0,49,712413,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bit Players,2000-08-15,0,0,0,0.0,17,712404,,,,,,,,,,,,,,,,,,,
Powergame,2000-03-18,0,0,0,0.0,60,710225,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El cazador es un corazón solitario,2000-01-01,0,0,0,0.0,7,708453,,,,,,,,,,,,,,,,,,,
Evil's Edge,2000-03-07,0,0,0,0.0,90,707446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The TV Commercials 1973–1977,2000-01-01,0,0,0,0.0,4,706914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tell Me the Truth About Love,2000-03-26,0,0,0,0.0,59,706827,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Equalibrium,2000-01-01,0,0,0,0.0,4,706537,,,,,,,,,,,,,,,,,,,
"Bill Russell: My Life, My Way",2000-04-17,0,0,0,0.0,60,706218,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Magic Paintbrush: A Story from China,2000-05-01,0,0,0,0.0,15,706175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.S. Bach - Brandenburg Concertos,2000-03-25,0,0,0,0.0,109,706164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cloud Gate Dance Theatre of Taiwan: Moon Water,2000-01-01,0,0,0,0.0,85,705284,,,,,,,,,,,,,,,,,,,
Bedhead,2000-01-02,0,0,0,0.0,25,705275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Clouds That Touch Us Out of Clear Skies,2000-01-01,0,0,0,0.0,27,705187,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whatever Happened to Micheal Ray?,2000-02-16,0,0,0,0.0,30,705146,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
If Tomorrow Comes,2000-01-01,0,0,0,0.0,92,705113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lost Liners,2000-01-01,0,0,0,0.0,108,704980,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Happy Birthday Shakespeare,2000-04-23,0,0,0,0.0,150,704893,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nazi America: A Secret History,2000-01-01,0,0,0,0.0,92,704598,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motion,2000-01-01,0,0,0,0.0,5,704306,,,,,,,,,,,,,,,,,,,
Grandma Baba and Little Boris,2000-01-01,0,0,0,0.0,20,704138,,,,,,,,,,,,,,,,,,,
The Concorde Story,2000-01-01,0,0,0,0.0,58,703945,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Day Neil Armstrong Walked on the Moon,2000-11-08,0,0,0,0.0,87,703828,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garry Kasparov: The Chess Player,2000-01-01,0,0,0,0.0,51,703782,,,,,,,,,,,,,,,,,,,
Death Threat,2000-01-01,0,0,0,0.0,10,703292,,,,,,,,,,,,,,,,,,,
Ross Bleckner: Remember Me,2000-06-23,0,0,0,0.0,54,702787,,,,,,,,,,,,,,,,,,,
Endless Obsession,2000-01-01,0,0,0,0.0,6,701417,,,,,,,,,,,,,,,,,,,
Aidan Walsh: Master of the Universe,2000-10-27,0,0,0,0.0,69,701367,,,,,,,,,,,,,,,,,,,
"Tex, the Passive/Aggressive Gunslinger",2000-05-01,0,0,0,0.0,0,701212,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Three,2000-09-09,0,0,0,0.0,16,701185,,,,,,,,,,,,,,,,,,,
Metamorphosis: The Remarkable Journey of Granny Lee,2000-07-30,0,0,0,0.0,52,700110,,,,,,,,,,,,,,,,,,,
Jumpcut,2000-01-01,0,0,0,0.0,6,700096,,,,,,,,,,,,,,,,,,,
Hope Is the Thing with Feathers,2000-06-18,0,0,0,0.0,28,700080,,,,,,,,,,,,,,,,,,,
He Bop,2000-06-22,0,0,0,0.0,25,700075,,,,,,,,,,,,,,,,,,,
Everything in Between,2000-06-18,0,0,0,0.0,26,699760,,,,,,,,,,,,,,,,,,,
Bed and Breakfast,2000-01-01,0,0,0,0.0,23,699345,,,,,,,,,,,,,,,,,,,
Metropolen des Leichtsinns,2000-06-07,0,0,0,0.0,11,699123,,,,,,,,,,,,,,,,,,,
Reo Speedwagon: Live Plus,2000-06-09,0,0,0,0.0,0,698578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Departure,2000-01-01,0,0,0,0.0,10,698220,,,,,,,,,,,,,,,,,,,
Pink Film,2000-01-01,0,0,0,0.0,2,696849,,,,,,,,,,,,,,,,,,,
National Geographic: Empires of India,2000-01-01,0,0,0,0.0,52,696712,,,,,,,,,,,,,,,,,,,
alexia,2000-01-01,0,0,0,0.0,10,696686,,,,,,,,,,,,,,,,,,,
Crayfish,2000-02-27,0,0,0,0.0,8,695658,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All in All For Ever,2000-03-11,0,0,0,0.0,92,694969,,,,,,,,,,,,,,,,,,,
Sleeping Car,2000-01-01,0,0,0,0.0,5,694692,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Projeto Apollo,2000-03-30,0,0,0,0.0,4,694593,,,,,,,,,,,,,,,,,,,
My Fragile Heart,2000-09-17,0,0,0,0.0,136,694432,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billa No. 786,2000-01-01,0,0,0,0.0,0,694072,,,,,,,,,,,,,,,,,,,
Uw Geboortejaar in Beeld 1979,2000-12-09,0,0,0,0.0,76,693775,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uw Geboortejaar in Beeld 1976,2000-12-09,0,0,0,0.0,76,693771,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Golf Course Story,2000-01-01,0,0,0,0.0,8,693630,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Backstory: 'How Green Was My Valley',2000-10-14,0,0,0,0.0,24,693072,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quad God,2000-01-01,0,0,0,0.0,33,691881,,,,,,,,,,,,,,,,,,,
Radiohead - Live From A Tent In Dublin,2000-10-07,0,0,0,0.0,54,691731,,,,,,,,,,,,,,,,,,,
"Soliloquy (Clint), 1971-2000",2000-01-01,0,0,0,0.0,7,691567,,,,,,,,,,,,,,,,,,,
V is for Vampire,2000-03-15,20000,0,0,0.0,65,691151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boundaries,2000-07-26,0,0,0,0.0,19,690540,,,,,,,,,,,,,,,,,,,
Ariyathe,2000-08-03,0,0,0,0.0,0,689998,,,,,,,,,,,,,,,,,,,
The Valley,2000-04-03,0,0,0,0.0,69,689198,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monocodes,2000-06-05,0,0,0,0.0,3,689149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Behind the Seams,2000-06-01,0,0,0,0.0,93,688432,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timothy Tweedle the First Christmas Elf,2000-12-25,0,0,0,0.0,60,687847,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Journey Through the Night,2000-01-01,0,0,0,0.0,10,687766,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Stranglers,2000-11-16,0,0,0,0.0,60,687286,,,,,,,,,,,,,,,,,,,
BOLEX MON AMOUR,2000-07-05,0,0,0,0.0,7,684853,,,,,,,,,,,,,,,,,,,
Static,2000-01-01,0,0,0,0.0,47,683739,,,,,,,,,,,,,,,,,,,
Transworld - Anthology,2000-01-01,0,0,0,0.0,45,682000,,,,,,,,,,,,,,,,,,,
Evidence,2000-12-01,0,0,0,0.0,6,681834,,,,,,,,,,,,,,,,,,,
Modus Operandi,2000-01-01,0,0,0,0.0,34,681762,,,,,,,,,,,,,,,,,,,
If Not One and One,2000-01-01,0,0,0,0.0,15,680492,,,,,,,,,,,,,,,,,,,
East of A,2000-03-03,0,0,0,0.0,0,678869,,,,,,,,,,,,,,,,,,,
Some Days Are Better Than Others,2000-12-20,0,0,0,0.0,93,678311,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nomina Domini,2000-08-01,0,0,0,0.0,22,677600,,,,,,,,,,,,,,,,,,,
The Guardian,2000-04-06,0,0,0,0.0,100,675902,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Daybreak,2000-01-01,0,0,0,0.0,96,675414,,,,,,,,,,,,,,,,,,,
To Be with You Forever,2000-01-01,0,0,0,0.0,0,673693,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John 3:16,2000-01-01,0,0,0,0.0,1,673515,,,,,,,,,,,,,,,,,,,
The Quintet of the Astonished,2000-07-13,0,0,0,0.0,15,673137,,,,,,,,,,,,,,,,,,,
Anima,2000-05-30,0,0,0,0.0,82,673132,,,,,,,,,,,,,,,,,,,
Objects of War,2000-01-01,0,0,0,0.0,69,672533,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Antonio Barrera vs Erik Morales I,2000-02-19,0,0,0,0.0,50,671778,,,,,,,,,,,,,,,,,,,
"Journey, Swiftly Passing",2000-09-21,0,0,0,0.0,22,668368,,,,,,,,,,,,,,,,,,,
Panico Jodorowsky,2000-12-31,0,0,0,0.0,55,668029,,,,,,,,,,,,,,,,,,,
The Unbreakable Likeness of Lincoln,2000-12-31,0,0,0,0.0,8,666726,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fragment of a Crucifixion (after Francis Bacon),2000-01-01,0,0,0,0.0,2,666427,,,,,,,,,,,,,,,,,,,
Amália Traída,2000-01-01,0,0,0,0.0,10,666183,,,,,,,,,,,,,,,,,,,
StarGeeks,2000-04-07,0,0,0,0.0,24,662628,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Elvis Meets the Beatles,2000-01-22,0,0,0,0.0,23,661186,,,,,,,,,,,,,,,,,,,
Black Slaves for Sale,2000-01-01,0,0,0,0.0,52,660370,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Irish Tenors - Live in Dublin,2000-10-24,0,0,0,0.0,0,659142,,,,,,,,,,,,,,,,,,,
The Irish Tenors - Live in Belfast,2000-10-24,0,0,0,0.0,90,659109,,,,,,,,,,,,,,,,,,,
Camera Obscura,2000-01-01,0,0,0,0.0,16,658525,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Summer in the Suburbs,2000-01-10,0,0,0,0.0,86,656436,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portrait of Leonardo: The Kid Who Took Hollywood,2000-05-16,0,0,0,0.0,54,656423,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Picasso Days,2000-02-04,0,0,0,0.0,0,656121,,,,,,,,,,,,,,,,,,,
RUEU?,2000-12-02,0,0,0,0.0,0,655172,,,,,,,,,,,,,,,,,,,
"Genocide, The Judgement",2000-07-02,0,0,0,0.0,0,654940,,,,,,,,,,,,,,,,,,,
Yevaylen,2000-08-01,0,0,0,0.0,0,654691,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gräser,2000-03-01,0,0,0,0.0,3,654688,,,,,,,,,,,,,,,,,,,
Donald And Luba,2000-11-12,0,0,0,0.0,0,654490,,,,,,,,,,,,,,,,,,,
Oh My America,2000-11-11,0,0,0,0.0,0,654489,,,,,,,,,,,,,,,,,,,
I Was A Slave Labourer,2000-01-09,0,0,0,0.0,0,654485,,,,,,,,,,,,,,,,,,,
Oblivious,2000-01-01,0,0,0,0.0,12,654390,,,,,,,,,,,,,,,,,,,
The Little One,2000-12-04,0,0,0,0.0,4,653796,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
End Art No. 1,2000-01-01,0,0,0,0.0,30,653338,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ai Rotoli,2000-01-01,0,0,0,0.0,6,653047,,,,,,,,,,,,,,,,,,,
Speakers for the Dead,2000-01-01,0,0,0,0.0,48,653025,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lethal Illusions,2000-01-01,0,0,0,0.0,65,652891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poultry in Motion: The Making of 'Chicken Run',2000-06-24,0,0,0,0.0,30,652428,,,,,,,,,,,,,,,,,,,
Non-Domestic Appliance,2000-01-01,0,0,0,0.0,2,651241,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jingle Hell,2000-04-04,0,0,0,0.0,87,650250,,,,,,,,,,,,,,,,,,,
Man of Grease,2000-08-26,0,0,0,0.0,0,648429,,,,,,,,,,,,,,,,,,,
Access to the View,2000-01-01,0,0,0,0.0,2,648398,,,,,,,,,,,,,,,,,,,
Pouring Grain,2000-01-01,0,0,0,0.0,2,648396,,,,,,,,,,,,,,,,,,,
Ouroboros,2000-01-01,0,0,0,0.0,3,645553,,,,,,,,,,,,,,,,,,,
Broken Rose,2000-12-04,0,0,0,0.0,87,644637,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Tierra Del Diablo Project,2000-01-01,0,0,0,0.0,20,644623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swampires,2000-01-01,0,0,0,0.0,25,644618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Second Nature,2000-01-01,0,0,0,0.0,5,644206,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Experience: Eleanor Roosevelt,2000-01-10,0,0,0,0.0,0,643404,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emir Kusturica,2000-03-12,0,0,0,0.0,0,643323,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White Lover,2000-04-28,0,0,0,0.0,30,642802,,,,,,,,,,,,,,,,,,,
Raindance 7,2000-01-01,0,0,0,0.0,1,642798,,,,,,,,,,,,,,,,,,,
Una furtiva lagrima,2000-01-01,0,0,0,0.0,3,642785,,,,,,,,,,,,,,,,,,,
The Seal of Nehahra,2000-08-06,0,0,0,0.0,235,642232,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Death Jerk-Off 2000,2000-01-01,0,0,0,0.0,3,642184,,,,,,,,,,,,,,,,,,,
Sam Phillips: The Man Who Invented Rock'n'Roll,2000-06-18,0,0,0,0.0,90,642115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paranoid,2000-06-14,0,0,0,0.0,0,642113,,,,,,,,,,,,,,,,,,,
The Tulsa Lynching of 1921: A Hidden Story,2000-05-31,0,0,0,0.0,80,641635,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oona's Veil,2000-01-01,0,0,0,0.0,8,640806,,,,,,,,,,,,,,,,,,,
Otherrehto,2000-01-01,0,0,0,0.0,3,640802,,,,,,,,,,,,,,,,,,,
A Walk In The Night,2000-03-03,0,0,0,0.0,78,640792,,,,,,,,,,,,,,,,,,,
